ds,split,y,y_revenue,y_quantity,y_profit,y_transactions,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_month_start,is_month_end,month_sin,month_cos,dow_sin,dow_cos,season,season_enc,lag_1,lag_7,lag_14,lag_30,lag_qty_1,lag_qty_7,roll_mean_7,roll_std_7,roll_min_7,roll_max_7,roll_mean_14,roll_std_14,roll_min_14,roll_max_14,roll_mean_30,roll_std_30,roll_min_30,roll_max_30,promo_share,festival_share,holiday_share,avg_discount,avg_stock,stockout_share,n_stores,n_products,is_promo_day,is_festival_day,is_holiday_day,high_discount_day,high_stockout_day,weekend_x_promo,festival_x_promo
2021-02-21,train,12260296.1,12260296.1,1383,2589572.19,261,2021,2,21,6,7,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,Winter,0,9975805.96,14652382.15,12715842.0,5796841.72,1431.0,1489.0,8595548.778571429,2978913.6755999844,6229033.29,14652382.15,8781070.832857143,2724684.862137701,6229033.29,14652382.15,8779122.19,2800263.6096214685,5104895.7,16808163.46,0.5210727969348659,0.0,0.0,0.14444444444444446,104.2183908045977,0.0038314176245210726,10,139,1,0,0,0,0,1,0
2021-02-22,train,6773463.92,6773463.92,866,1720126.79,270,2021,2,22,0,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,Winter,0,12260296.1,7694917.06,8677469.95,11819072.37,1383.0,901.0,8253822.200000001,2204966.4842204065,6229033.29,12260296.1,8748531.84,2676371.8278306257,6229033.29,14652382.15,8994570.669333333,2811520.9148850576,5104895.7,16808163.46,0.4703703703703704,0.0,0.0,0.1337037037037037,101.46666666666667,0.003703703703703704,10,146,1,0,0,0,0,0,0
2021-02-23,train,6990526.25,6990526.25,834,1845408.07,257,2021,2,23,1,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,Winter,0,6773463.92,6229033.29,7465902.53,9204756.02,866.0,957.0,8122186.037142857,2270427.724213203,6229033.29,12260296.1,8612531.409285715,2728136.2748884778,6229033.29,14652382.15,8826383.720999999,2787544.6224195356,5104895.7,16808163.46,0.556420233463035,0.0,0.0,0.14202334630350194,104.97665369649805,0.007782101167315175,10,152,1,0,0,0,0,0,0
2021-02-24,train,6384664.93,6384664.93,926,1312837.95,268,2021,2,24,2,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,Winter,0,6990526.25,6433084.44,6530319.5,6644627.49,834.0,852.0,8230970.745714285,2181086.8875152036,6433084.44,12260296.1,8578575.960714286,2746402.672053597,6229033.29,14652382.15,8752576.062,2806430.5810343935,5104895.7,16808163.46,0.5298507462686567,0.0,0.0,0.14850746268656714,100.66044776119404,0.0037313432835820895,10,150,1,0,0,0,0,0,0
2021-02-25,train,6821571.86,6821571.86,938,1571139.94,281,2021,2,25,3,8,1,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Winter,0,6384664.93,6711341.0200000005,7718690.82,16808163.46,926.0,916.0,8224053.672857143,2187805.4126198245,6384664.93,12260296.1,8568172.062857142,2755021.0803100257,6229033.29,14652382.15,8743910.643333334,2813556.032185769,5104895.7,16808163.46,0.5266903914590747,0.0,0.0,0.1412811387900356,103.99644128113879,0.0071174377224199285,10,153,1,0,0,0,0,0,0
2021-02-26,train,6877423.5,6877423.5,881,1899066.66,266,2021,2,26,4,8,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,Winter,0,6821571.86,8472277.53,6878302.01,7897554.12,938.0,916.0,8239800.935714285,2175464.508719924,6384664.93,12260296.1,8504092.137142858,2786552.0679854923,6229033.29,14652382.15,8411024.256666666,2384617.668734416,5104895.7,14652382.15,0.5037593984962406,0.0,0.0,0.1349624060150376,102.74436090225564,0.018796992481203006,10,147,1,0,0,0,0,0,0
2021-02-27,train,12257593.02,12257593.02,1519,2184243.94,290,2021,2,27,5,8,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,Winter,0,6877423.5,9975805.96,12779623.4,8283270.5,881.0,1431.0,8011964.645714285,2229892.981638585,6384664.93,12260296.1,8504029.38642857,2786591.505228438,6229033.29,14652382.15,8377019.902666667,2399419.701195312,5104895.7,14652382.15,0.4793103448275862,0.0,0.0,0.13551724137931034,101.66896551724138,0.010344827586206896,10,161,1,0,0,0,0,1,0
2021-02-28,train,12526520.56,12526520.56,1477,2575526.51,281,2021,2,28,6,8,1,1,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,Winter,0,12257593.02,12260296.1,14652382.15,6702827.13,1519.0,1383.0,8337934.225714286,2685126.647311476,6384664.93,12260296.1,8466741.502142858,2727851.6369977337,6229033.29,14652382.15,8509497.32,2501604.8845753917,5104895.7,14652382.15,0.5373665480427047,0.0,0.0,0.14199288256227757,103.79359430604983,0.0071174377224199285,10,152,1,0,0,0,0,1,0
2021-03-01,train,5378243.3100000005,5378243.3100000005,822,1153258.32,254,2021,3,1,0,9,1,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,Summer,1,12526520.56,6773463.92,7694917.06,12122649.11,1477.0,866.0,8375966.2914285725,2751019.1570086177,6384664.93,12526520.56,8314894.245714285,2396024.2505407277,6229033.29,12526520.56,8703620.434333334,2581263.309974024,5104895.7,14652382.15,0.5118110236220472,0.0,0.0,0.1519685039370079,100.67716535433071,0.007874015748031496,10,139,1,0,0,0,0,0,0
2021-03-02,train,6686481.3,6686481.3,956,1478461.54,283,2021,3,2,1,9,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,Summer,1,5378243.3100000005,6990526.25,6229033.29,9310912.43,822.0,834.0,8176649.061428572,2931122.541766127,5378243.3100000005,12526520.56,8149417.5492857145,2518978.8866477525,5378243.3100000005,12526520.56,8478806.907666666,2566876.743464059,5104895.7,14652382.15,0.47703180212014135,0.0,0.0,0.12367491166077739,106.7279151943463,0.0035335689045936395,10,148,1,0,0,0,0,0,0
2021-03-03,train,6878528.9,6878528.9,873,1690576.33,273,2021,3,3,2,9,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,Summer,1,6686481.3,6384664.93,6433084.44,7859465.6,956.0,926.0,8133214.068571429,2953793.678539387,5378243.3100000005,12526520.56,8182092.407142857,2495005.3171727057,5378243.3100000005,12526520.56,8391325.87,2582215.526896568,5104895.7,14652382.15,0.46153846153846156,0.0,0.0,0.1238095238095238,103.99267399267399,0.007326007326007326,10,157,1,0,0,0,0,0,0
2021-03-04,train,8195595.99,8195595.99,884,2035219.15,284,2021,3,4,3,9,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,Summer,1,6878528.9,6821571.86,6711341.0200000005,6899503.9799999995,873.0,938.0,8203766.064285715,2910651.423817207,5378243.3100000005,12526520.56,8213909.868571429,2473735.045221819,5378243.3100000005,12526520.56,8358627.98,2595359.7754610055,5104895.7,14652382.15,0.5316901408450704,0.0,0.0,0.1419014084507042,99.46830985915493,0.01056338028169014,10,148,1,0,0,0,0,0,0
2021-03-05,train,7040147.65,7040147.65,903,1450152.36,278,2021,3,5,4,9,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,Summer,1,8195595.99,6877423.5,8472277.53,5104895.7,884.0,881.0,8400055.225714287,2847550.121107245,5378243.3100000005,12526520.56,8319928.080714285,2435901.5098920884,5378243.3100000005,12526520.56,8401831.047,2580980.96821792,5104895.7,14652382.15,0.49280575539568344,0.0,0.0,0.1356115107913669,102.38489208633094,0.007194244604316547,10,152,1,0,0,0,0,0,0
2021-03-06,train,10659684.43,10659684.43,1338,2234821.73,264,2021,3,6,5,9,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Summer,1,7040147.65,12257593.02,9975805.96,7748005.06,903.0,1519.0,8423301.532857144,2833678.6650356776,5378243.3100000005,12526520.56,8217633.089285715,2458973.17592545,5378243.3100000005,12526520.56,8466339.445333334,2519181.4418952377,5378243.3100000005,14652382.15,0.5189393939393939,0.0,0.0,0.14318181818181816,101.82575757575758,0.011363636363636364,10,146,1,0,0,0,0,1,0
2021-03-07,train,11756446.4,11756446.4,1297,2817397.98,256,2021,3,7,6,9,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,Summer,1,10659684.43,12526520.56,12260296.1,7170465.42,1338.0,1477.0,8195028.877142857,2520359.335389143,5378243.3100000005,12526520.56,8266481.551428571,2502985.517871811,5378243.3100000005,12526520.56,8563395.424333332,2546492.794490117,5378243.3100000005,14652382.15,0.46484375,0.0,0.0,0.129296875,107.41796875,0.0078125,10,146,1,0,0,0,0,1,0
2021-03-08,train,7058580.81,7058580.81,805,2017458.29,263,2021,3,8,0,10,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,Summer,1,11756446.4,5378243.3100000005,6773463.92,11065663.93,1297.0,822.0,8085018.282857142,2307611.5117283366,5378243.3100000005,11756446.4,8230492.287142857,2444071.9703405765,5378243.3100000005,12526520.56,8716261.457,2597136.4923517467,5378243.3100000005,14652382.15,0.44866920152091255,0.0,0.0,0.11406844106463879,104.49809885931559,0.011406844106463879,10,145,1,0,0,0,0,0,0
2021-03-09,train,6219648.51,6219648.51,803,1500643.5599999998,259,2021,3,9,1,10,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,Summer,1,7058580.81,6686481.3,6990526.25,12715842.0,805.0,956.0,8325066.497142858,2052397.2345403838,6686481.3,11756446.4,8250857.779285714,2432156.0497201644,5378243.3100000005,12526520.56,8582692.019666666,2575088.951572838,5378243.3100000005,14652382.15,0.47876447876447875,0.0,0.0,0.13050193050193049,102.47876447876448,0.0,10,147,1,0,0,0,0,0,0
2021-03-10,train,6594341.14,6594341.14,878,1317893.3,280,2021,3,10,2,10,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,Summer,1,6219648.51,6878528.9,6384664.93,8677469.95,803.0,873.0,8258376.098571428,2120954.8414787054,6219648.51,11756446.4,8195795.083571428,2471295.3404729823,5378243.3100000005,12526520.56,8366152.236666666,2487179.3446895517,5378243.3100000005,14652382.15,0.5321428571428571,0.0,0.0,0.15464285714285714,108.0,0.0,10,147,1,0,0,0,0,0,0
2021-03-11,train,6591700.04,6591700.04,860,1594611.43,283,2021,3,11,3,10,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,Summer,1,6594341.14,8195595.99,6821571.86,7465902.53,878.0,884.0,8217777.8471428575,2154228.1356811137,6219648.51,11756446.4,8210771.955714285,2460084.904481979,5378243.3100000005,12526520.56,8296714.609666667,2507186.360961807,5378243.3100000005,14652382.15,0.5512367491166078,0.0,0.0,0.14169611307420496,104.02826855123675,0.007067137809187279,10,154,1,0,0,0,0,0,0
2021-03-12,train,7156038.4,7156038.4,877,1821614.5,269,2021,3,12,4,10,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,Summer,1,6591700.04,7040147.65,6877423.5,6530319.5,860.0,903.0,7988649.854285714,2240548.0246166624,6219648.51,11756446.4,8194352.54,2470813.836428581,5378243.3100000005,12526520.56,8267574.526666667,2522210.7957458636,5378243.3100000005,14652382.15,0.48698884758364314,0.0,0.0,0.13308550185873605,103.89219330855019,0.011152416356877323,10,150,1,0,0,0,0,0,0
2021-03-13,train,12440349.37,12440349.37,1537,2979753.71,308,2021,3,13,5,10,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Summer,1,7156038.4,10659684.43,12257593.02,7718690.82,877.0,1338.0,8005205.675714285,2232785.981660299,6219648.51,11756446.4,8214253.604285715,2460491.2362813107,5378243.3100000005,12526520.56,8288431.823333334,2509906.4302906194,5378243.3100000005,14652382.15,0.4935064935064935,0.0,0.0,0.1448051948051948,103.76298701298701,0.003246753246753247,10,155,1,0,0,0,0,1,0
2021-03-14,train,8345832.5,8345832.5,1249,1704829.12,241,2021,3,14,6,10,1,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,Summer,1,12440349.37,11756446.4,12526520.56,6878302.01,1537.0,1297.0,8259586.381428571,2648372.9208491603,6219648.51,12440349.37,8227307.629285714,2483965.9463474685,5378243.3100000005,12526520.56,8445820.441666666,2618633.2152455146,5378243.3100000005,14652382.15,0.5767634854771784,0.0,0.0,0.15020746887966807,103.36929460580913,0.012448132780082987,10,143,1,0,0,0,0,1,0
2021-03-15,train,6595247.82,6595247.82,886,1377345.48,288,2021,3,15,0,11,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,Summer,1,8345832.5,7058580.81,5378243.3100000005,12779623.4,1249.0,805.0,7772355.824285714,2167984.0044040824,6219648.51,12440349.37,7928687.053571428,2157161.6953762015,5378243.3100000005,12440349.37,8494738.124666667,2601995.6063414505,5378243.3100000005,14652382.15,0.5034722222222222,0.0,0.0,0.13854166666666667,103.28125,0.013888888888888888,10,154,1,0,0,0,0,0,0
2021-03-16,train,5294271.42,5294271.42,901,1059272.19,272,2021,3,16,1,11,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,Summer,1,6595247.82,6219648.51,6686481.3,14652382.15,886.0,803.0,7706165.397142857,2200241.203986857,6219648.51,12440349.37,8015615.947142857,2069206.6407006828,6219648.51,12440349.37,8288592.272,2493536.4109190344,5378243.3100000005,14652382.15,0.5183823529411765,0.0,0.0,0.14595588235294119,105.49264705882354,0.014705882352941176,10,143,1,0,0,0,0,0,0
2021-03-17,train,5774385.43,5774385.43,786,1042370.11,244,2021,3,17,2,11,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,Summer,1,5294271.42,6594341.14,6878528.9,7694917.06,901.0,878.0,7573968.67,2328502.2515512453,5294271.42,12440349.37,7916172.384285715,2169042.3338674703,5294271.42,12440349.37,7976655.247666666,2242712.2256373903,5294271.42,12526520.56,0.5245901639344263,0.0,0.0,0.1413934426229508,104.97131147540983,0.01639344262295082,10,138,1,0,0,0,0,0,0
2021-03-18,train,8439140.59,8439140.59,1024,1739261.57,308,2021,3,18,3,11,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,Summer,1,5774385.43,6591700.04,8195595.99,6229033.29,786.0,860.0,7456832.14,2405352.3437813716,5294271.42,12440349.37,7837304.993571429,2228920.864144367,5294271.42,12440349.37,7912637.526666667,2278162.0962660317,5294271.42,12526520.56,0.5032467532467533,0.0,0.0,0.12597402597402596,102.75649350649351,0.00974025974025974,10,151,1,0,0,0,0,0,0
2021-03-19,train,6794325.46,6794325.46,887,1728371.32,277,2021,3,19,4,11,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,Summer,1,8439140.59,7156038.4,7040147.65,6433084.44,1024.0,877.0,7720752.218571429,2395941.6754095587,5294271.42,12440349.37,7854701.036428572,2232879.1998869716,5294271.42,12440349.37,7986307.77,2257481.940787182,5294271.42,12526520.56,0.4620938628158845,0.0,0.0,0.12960288808664258,103.75451263537906,0.007220216606498195,10,149,1,0,0,0,0,0,0
2021-03-20,train,8980810.54,8980810.54,1405,1662650.86,273,2021,3,20,5,11,1,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Summer,1,6794325.46,12440349.37,10659684.43,6711341.0200000005,887.0,1537.0,7669078.941428572,2413983.327093176,5294271.42,12440349.37,7837142.308571428,2240730.076689481,5294271.42,12440349.37,7998349.1373333335,2249861.9571071817,5294271.42,12526520.56,0.5531135531135531,0.0,0.0,0.1655677655677656,100.73626373626374,0.014652014652014652,10,152,1,0,0,0,0,1,0
